Profile_Name,Rating_Star,Headings,Base_Reviews,category
Pwilliams,1.0 out of 5 stars,One Star,Sucked,user_experience
Gary Liucci,3.0 out of 5 stars,ok,ok,other_information
Heather Wilson,1.0 out of 5 stars,One Star,doesn't work on kindle,issue
Janet Hargraves,2.0 out of 5 stars,Two Stars,Not what I needed,user_experience
KKS,4.0 out of 5 stars,Good,Fairly easy to use but I wish there were more options. While you can create more than one plan it is not easy or intuitive to move between files. Best free floor plan app I've found though.,other_information
William J Kovalcik,1.0 out of 5 stars,One Star,Won't work,user_experience
Bailey,3.0 out of 5 stars,okay,i love to design houses and stuff but from what i can tell not the best designing game to get there has to be better.,other_information
Kindle Customer,1.0 out of 5 stars,Not worth your time,"After purchasing this, my kindle would NOT ALLOW IT TO INSTALL. The reason it wouldn't allow it to install was due to the fact that the application was corrupted.",feature
Katherine D Cook-Harris,2.0 out of 5 stars,Very difficult to use!,Had hoped to use this to design our vending trailer. Still haven't figured out exactly how to use it!  Wouldn't purchase again!,user_experience
donna,3.0 out of 5 stars,floor plab,I dint have a need for this appt.  just wanted to look around at it I can see if you were in this line of work.,user_experience
Woodsywife,1.0 out of 5 stars,can not,I can not rate this yet.  Have not had the time to use this app.  I downloaded it for a future project.,user_experience
Ruth,3.0 out of 5 stars,floor plan creator,I chose this rating because I really haven't used the floor plan creator ...i'm not sure how to use it and I do not see instructions,user_experience
Kathey,1.0 out of 5 stars,floor plan,Might be just me or my oddly shaped home or trying to use this on my Kindle Fire but I never could get it to work,user_experience
Mojotango,3.0 out of 5 stars,ok,Have not tried this app just yet but still have it on my kindle.  I am sure it won't be exactly as I thought it to be but sure it will be interesting none the less.,other_information
jnjm,2.0 out of 5 stars,To cumbersome for the Kindle,Does not work well on the Kindle Fire. I wanted to use this to lay out a patio but it can only do square/rectangle shapes.,other_information
Diane Thompson,1.0 out of 5 stars,Hard Time Understanding...,There isn't enough explanation on how to use it or I just didn't understand it.  I found it taxing and not user friendly.,other_information
PAULA,2.0 out of 5 stars,Floor Plan Creator,"I don't like it at all. My 6 yerar old grandson says it fun to play with. So, I guess I'll keep it for him.",other_information
Amazon Customer,1.0 out of 5 stars,The worst and the most glitchie thing ever,Don't wast you time on this......... THE ABSOLUTE WORST,user_experience
Fred Fanning,3.0 out of 5 stars,Basic Program,Basic program works as I thought it would and seems like it will be a helpful tool for my home work.,user_experience
Carolyn,2.0 out of 5 stars,Hard to use,I find it is not as easy to use as the demo video makes it look. - glad it was a 'free' item.,user_experience
Amazon Customer,2.0 out of 5 stars,difficult,Still have not figured out how to use it! Maybe it's just me! It will be cool if I figure it out!,issue
Book Lover 1980,1.0 out of 5 stars,Warning! Floor Plan! Not really cool.,"Not what I wanted at all. Maybe some people would like it but it was just bland I guess I was stupid it did say ""floor plan"" not 3D design. Good if you want a floor plan though.",other_information
Beau T,1.0 out of 5 stars,Good program with a huge bug in its butt,Download the program it worked well. Till I tried to update. It said I was not untitled to content and my order was pending.  Checked all orders and it was no where to be found.,user_experience
Lynda B.,1.0 out of 5 stars,,"Like it, was ok.  won't let you print, unless you buy the upgrade.",user_experience
doug1e,1.0 out of 5 stars,One person found this helpful,"In my experience it is better to leave it to the professionals because if this is all that is available for joe public then you are going to struggle, even with a basic design.",user_experience
Jefemano,3.0 out of 5 stars,4 people found this helpful,No so good deal,other_information
James Bowker,1.0 out of 5 stars,One person found this helpful,"Put simply it didn't work, deleted almost immediately.",feature
Steve,1.0 out of 5 stars,3 people found this helpful,"Disappointing. Couldn't export the file without paying a fee. Also, couldn't find certain items to put on my bathroom plan (bidet & bathroom cabinet).",user_experience
David K,2.0 out of 5 stars,2 people found this helpful,"Was not a great help, too complicated.",user_experience
Ingo Maria Schmitz,5.0 out of 5 stars,7 people found this helpful,its oky,other_information
bob,2.0 out of 5 stars,8 people found this helpful,Not the best i've seen but good enough.it's a bit confusing to be honest.Ã°Å¸ËÂ²,other_information
john,4.0 out of 5 stars,One person found this helpful,Good little app,other_information
natalie,1.0 out of 5 stars,One person found this helpful,It didn't work for me,issue
James Stewart,2.0 out of 5 stars,One person found this helpful,a bit time consuming,other_information
Nicholas,3.0 out of 5 stars,One person found this helpful,ok,other_information
Little Bull,1.0 out of 5 stars,2 people found this helpful,"Not impressed, but I think it's more for floor plans, not planning a room.",other_information
John,1.0 out of 5 stars,3 people found this helpful,Not very good,other_information
brianpara1,4.0 out of 5 stars,3 people found this helpful,good,other_information
Tinag,3.0 out of 5 stars,7 people found this helpful,"Not really suitable for small tablets, can't do fine adjustments too jittery.  Using a stylus and finger very stressful.",other_information
Anonnymous bad speller,1.0 out of 5 stars,3 people found this helpful,"Fiddly and awkward to use, full of 'pay to access this feature' and missing basic shapes and furniture",user_experience
ron866golf,3.0 out of 5 stars,6 people found this helpful,"I haven't tried it out fully yet but I'm sure it will as it seems simple enough to understand, it appears ok!",user_experience
Jasper,1.0 out of 5 stars,9 people found this helpful,This app was a free download but did not give !e the access required for my needs,user_experience
Alan Jones,1.0 out of 5 stars,One person found this helpful,RUBBISH can not enter any dimensions,user_experience
Gwennie Wood,2.0 out of 5 stars,2 people found this helpful,Limited and difficult to manipulate,user_experience
B. Whitley,3.0 out of 5 stars,One person found this helpful,"Seemed very complicated for what I was looking for, but no problems with it, I gave up in the end and used a piece of paper.",other_information
Roy,4.0 out of 5 stars,4 people found this helpful,OK but needs more domestic items,other_information
Robert WT,4.0 out of 5 stars,4 people found this helpful,Hours of fun planning our next home!,user_experience
Emma-J,2.0 out of 5 stars,13 people found this helpful,Is very basic but quite difficult to use.  Has a selection of different types of furniture which is quite helpful.,other_information
Alpman,1.0 out of 5 stars,5 people found this helpful,Can't get the b----y thing to work. Much quicker drawing the room on a piece of paper. Would not recommend,user_experience
Peter A Johnson,3.0 out of 5 stars,3 people found this helpful,ok,other_information
taisha h. williams,1.0 out of 5 stars,No alarm setting,Wasn't what i expected you cannot change the time or set alarm,issue
Robert,1.0 out of 5 stars,Thanks Alexa,"Not what I was looking for, and I couldn't make it do the Firestick thing either.",issue
Amazon Customer,1.0 out of 5 stars,No time for you,I will be honest I just wanted a basic clock and couldnÃ¢â¬â¢t figure out what this product does. Pretty useless and removed immediately,feature
William,1.0 out of 5 stars,Bad time,It came with  no instructions  and just ran real fast its a waste,user_experience
Laurence,5.0 out of 5 stars,Good product,I like it it works as it should,other_information
Kindle Customer,1.0 out of 5 stars,One Star,"didn't like it, got rid of it",user_experience
BON BAGAY!,2.0 out of 5 stars,No good,Not what look for,user_experience
Saddilia,1.0 out of 5 stars,I would not recommend,Waste of time why would you need this not what I thought,user_experience
C. Lowder,1.0 out of 5 stars,Fake clock app,It's a video animation of a fast changing digital clock with music.,user_experience
Oscar the Grouch,1.0 out of 5 stars,Pieve of crap!Doesn't work.,"Cheaply made, doesn't work.Dont bother",user_experience
KC,1.0 out of 5 stars,DonÃ¢â¬â¢t get,Waste,user_experience
D.K.Kapahua,1.0 out of 5 stars,WARNING Ã¢Å¡Â Ã¯Â¸ï¿½ Ã¢Å¡Â Ã¯Â¸ï¿½ Ã¢Å¡Â Ã¯Â¸ï¿½,AVOID,user_experience
mutman13,1.0 out of 5 stars,Crap,Crap,user_experience
Barefoot,1.0 out of 5 stars,No actual timer functions,I thought this was a countdown timer. I could not figure out a way to set a time so that this could be useful to me. This app has been absolutely pointless.,issue
romur1,1.0 out of 5 stars,Not a Clock,Art?,user_experience
Gregory C. Brown,1.0 out of 5 stars,Pointless,Pointless,user_experience
J. Walters,1.0 out of 5 stars,ok,Cancelled it,feature
Creeker,2.0 out of 5 stars,Wasn't what I was looking for,"You would think this was a clock, but its not really.",user_experience
James Hamilton,5.0 out of 5 stars,Nice,Nice,other_information
JRI,2.0 out of 5 stars,Military time? Ugh,I couldn't figure out how to switch it from 24 hour clock to regular time.,issue
Amy Windham,1.0 out of 5 stars,Did not like it,Did not like it,user_experience
Dragon,1.0 out of 5 stars,TV App,Its not what I was hoping it was.,user_experience
Tina Roth,1.0 out of 5 stars,Hates it,Doesn't like it,user_experience
TOP-SECRET,3.0 out of 5 stars,As Advertised,As Advertised,other_information
Terri H.,1.0 out of 5 stars,needed a alarm and count down timer,this did not work for what i needed.,user_experience
Amazon Customer,1.0 out of 5 stars,A joke,I disliked all of it. You couldnÃ¢â¬â¢t set time and watch the seconds to minutes ronhours move!,issue
Paul,1.0 out of 5 stars,Useless!,"Just spinning numbers, canÃ¢â¬â¢t use for a clock!",issue
Lawrence W.,1.0 out of 5 stars,could not find how to set to my area time,i do not use military time,user_experience
Amazon Customer,1.0 out of 5 stars,Spinning numbers,Doesn't actually tell time. Pretty much worthless.,user_experience
Terrence Wells,1.0 out of 5 stars,One Star,What!,user_experience
Kindle Customer,1.0 out of 5 stars,Look at phone it's less painful,Another lame app,user_experience
LuckyDog75,4.0 out of 5 stars,Not sure of productÃ¢â¬â¢s place in Tv Land.,Not what what I was looking for.,user_experience
Christopher Corey,1.0 out of 5 stars,Awful,Sucks,user_experience
Kindle Customer,1.0 out of 5 stars,No comment,No comment,user_experience
Villy,1.0 out of 5 stars,ok,DidnÃ¢â¬â¢t like it,user_experience
Connie landry,3.0 out of 5 stars,Three Stars,Did not care for it the clock moved too fast madd me nervous. I need calming,user_experience
larry young,1.0 out of 5 stars,Im good on that,It's not a live clock it's a clock that rapidly goes up. almost caused me a stroke,issue
TLSW,1.0 out of 5 stars,Would like to see an app that shows somewhere on the screen. Please.,Can't see app. Unless I stop all internet and look it up.,user_experience
Michelle Cottrell,2.0 out of 5 stars,Annoying.,No way to change it.,feature
Rusty Ruella,1.0 out of 5 stars,Stupid clock,"Don't get this, it stupid. Does NOT show time, just a super fast (racing)clock.",user_experience
Jw,2.0 out of 5 stars,Needs to be faint,It stayed on a big screen not in lower part of the tv screen,issue
HEY,3.0 out of 5 stars,Nice view,No working,user_experience
Amazon Customer,1.0 out of 5 stars,Not for me.,Worst app I've ever downloaded.,user_experience
Kris Johnson,2.0 out of 5 stars,Not what I expectated,Not what I was looking for,user_experience
Michelle Broadnax,1.0 out of 5 stars,ok,Boring!,user_experience
AndyOH,1.0 out of 5 stars,Not a clock.,Not an actual clock. Just a weird screensaver.,user_experience
Chelsea,3.0 out of 5 stars,NOT a clock,"Not what I thought it was, just numbers scrolling really fast. Settings wouldng load to find if there was a way to change it",user_experience
Joseph  Shniderman,1.0 out of 5 stars,No functionality,This app didnÃ¢â¬â¢t do anything not even tell the time,user_experience
Don Wilson,1.0 out of 5 stars,Sucks,It sucked,user_experience
Dave h,3.0 out of 5 stars,meh,not worked switch off,feature
